# Los nombres reales de los mensajes, sacados de global-metadata.dat de 3.6.10.10.
#
# El ofuscador renombra las clases a tres letras pero deja estas cadenas en el fichero, en la
# region fieldAndParameterDefaultValueData. Estan huerfanas: NADIE las referencia (comprobado
# contra las tablas de valores por defecto: 3 coincidencias de 2.687, o sea ruido). Asi que no
# se puede saber por el cliente cual va con cual.
#
# Sirven igual: son la lista CERRADA de nombres validos de esta version. Bautizar un opcode deja
# de ser inventar y pasa a ser elegir de una lista de 513.
#
# nombre_corto\tnombre_completo
OutfitUpdateResponse	Com.Ankama.Dofus.Server.Game.Protocol.Cosmetic.OutfitUpdateResponse
DebtsDeleteEvent	Com.Ankama.Dofus.Server.Game.Protocol.Debt.DebtsDeleteEvent
DebtsUpdateEvent	Com.Ankama.Dofus.Server.Game.Protocol.Debt.DebtsUpdateEvent
DebugHighlightCellsEvent	Com.Ankama.Dofus.Server.Game.Protocol.Debug.DebugHighlightCellsEvent
DebugInClientEvent	Com.Ankama.Dofus.Server.Game.Protocol.Debug.DebugInClientEvent
ChangeAppearanceDialogLeave	Com.Ankama.Dofus.Server.Game.Protocol.Dialog.ChangeAppearanceDialogLeave
ChangeAppearanceDialogStart	Com.Ankama.Dofus.Server.Game.Protocol.Dialog.ChangeAppearanceDialogStart
DialogLeaveEvent	Com.Ankama.Dofus.Server.Game.Protocol.Dialog.DialogLeaveEvent
DungeonJoinMatchmakingRequest	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonJoinMatchmakingRequest
DungeonJoinMatchmakingResponse	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonJoinMatchmakingResponse
DungeonMatchmakingAcceptDungeonResponse	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonMatchmakingAcceptDungeonResponse
DungeonMatchmakingBanEvent	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonMatchmakingBanEvent
DungeonMatchmakingExitEvent	Com.Ankama.Dofus.Server.Game.Protocol.Dungeon.DungeonMatchmakingExitEvent
